,unicode,font,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
122,118,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,246,255,255,255,213,0,0,0,175,255,255,255,252,70,0,0,0,0,0,0,5,85,206,8,2,0,0,0,1,8,166,127,6,0,0,0,0,0,0,0,0,3,224,55,0,0,0,0,0,20,242,23,0,0,0,0,0,0,0,0,0,0,119,164,0,0,0,0,0,119,165,0,0,0,0,0,0,0,0,0,0,0,18,240,23,0,0,0,2,223,57,0,0,0,0,0,0,0,0,0,0,0,0,156,125,0,0,0,76,205,0,0,0,0,0,0,0,0,0,0,0,0,0,47,229,4,0,0,183,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,87,0,35,234,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,195,0,140,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,227,61,234,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,255,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,119,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,249,255,255,193,0,0,0,0,0,162,255,255,253,75,0,0,0,0,0,0,12,245,15,2,0,0,0,0,0,1,8,226,42,0,0,0,0,0,0,0,0,203,57,0,0,5,64,14,0,0,22,238,1,0,0,0,0,0,0,0,0,148,113,0,0,75,255,112,0,0,76,186,0,0,0,0,0,0,0,0,0,93,168,0,0,158,191,197,0,0,129,132,0,0,0,0,0,0,0,0,0,38,224,0,4,236,39,239,28,0,182,77,0,0,0,0,0,0,0,0,0,1,238,24,69,203,0,162,113,0,234,23,0,0,0,0,0,0,0,0,0,0,184,79,152,119,0,77,199,33,225,0,0,0,0,0,0,0,0,0,0,0,129,137,232,35,0,7,240,116,171,0,0,0,0,0,0,0,0,0,0,0,74,237,206,0,0,0,163,237,117,0,0,0,0,0,0,0,0,0,0,0,20,255,122,0,0,0,78,255,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,120,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,246,255,255,219,0,0,0,174,255,255,252,62,0,0,0,0,0,0,0,0,19,204,149,3,0,0,0,1,106,228,40,0,0,0,0,0,0,0,0,0,0,16,204,141,0,0,0,99,226,37,0,0,0,0,0,0,0,0,0,0,0,0,16,204,140,0,100,225,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,204,185,224,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,255,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,226,54,205,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,227,36,0,17,205,141,0,0,0,0,0,0,0,0,0,0,0,0,101,227,37,0,0,0,17,204,142,0,0,0,0,0,0,0,0,0,1,101,231,46,2,0,0,0,1,24,208,142,3,0,0,0,0,0,0,0,155,255,255,255,213,0,0,0,163,255,255,255,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,121,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,243,255,255,226,2,0,0,0,143,255,255,254,92,0,0,0,0,0,0,0,10,230,57,3,0,0,0,0,0,9,217,70,0,0,0,0,0,0,0,0,0,117,171,0,0,0,0,0,0,81,203,0,0,0,0,0,0,0,0,0,0,12,235,40,0,0,0,0,0,201,83,0,0,0,0,0,0,0,0,0,0,0,129,160,0,0,0,0,66,216,2,0,0,0,0,0,0,0,0,0,0,0,18,239,31,0,0,0,187,98,0,0,0,0,0,0,0,0,0,0,0,0,0,141,148,0,0,51,227,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,240,23,0,172,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,137,38,235,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,238,173,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,245,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,237,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,16,233,49,4,0,0,0,0,0,0,0,0,0,0,0,0,7,236,255,255,255,255,255,245,30,0,0,0,0,0,0
126,122,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,255,255,255,255,255,255,255,255,23,0,0,0,0,0,0,0,0,0,0,224,46,8,8,8,8,14,197,149,0,0,0,0,0,0,0,0,0,0,0,216,31,0,0,0,0,161,182,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,126,208,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,228,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,236,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,232,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,216,110,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,6,192,146,0,0,0,0,0,160,87,0,0,0,0,0,0,0,0,0,0,160,185,11,8,8,8,8,8,170,96,0,0,0,0,0,0,0,0,0,31,255,255,255,255,255,255,255,255,255,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,65,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,254,255,255,255,255,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,229,68,240,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,196,0,172,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,95,0,68,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,234,10,0,1,218,48,0,0,0,0,0,0,0,0,0,0,0,0,0,111,150,0,0,0,116,147,0,0,0,0,0,0,0,0,0,0,0,0,0,208,50,0,0,0,19,231,8,0,0,0,0,0,0,0,0,0,0,0,52,205,0,0,0,0,0,164,90,0,0,0,0,0,0,0,0,0,0,0,150,247,236,236,236,236,236,244,190,0,0,0,0,0,0,0,0,0,0,8,232,40,28,28,28,28,28,28,221,35,0,0,0,0,0,0,0,0,0,90,173,0,0,0,0,0,0,0,129,133,0,0,0,0,0,0,0,0,0,188,80,0,0,0,0,0,0,0,35,228,3,0,0,0,0,0,0,1,37,237,14,6,0,0,0,0,0,5,8,199,81,2,0,0,0,0,0,163,255,255,255,253,79,0,0,0,36,246,255,255,255,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,66,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,255,255,255,255,255,255,250,218,129,9,0,0,0,0,0,0,0,0,0,2,8,225,46,8,8,8,17,60,185,198,6,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,3,194,104,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,117,151,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,185,108,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,43,163,198,9,0,0,0,0,0,0,0,0,0,0,224,239,236,236,236,249,255,231,36,0,0,0,0,0,0,0,0,0,0,0,224,63,28,28,28,39,63,131,233,98,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,36,234,51,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,129,141,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,113,154,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,6,210,90,0,0,0,0,0,0,0,2,8,225,46,8,8,8,8,13,58,191,181,2,0,0,0,0,0,0,0,203,255,255,255,255,255,255,255,251,215,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,67,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,134,213,245,240,198,111,10,173,45,0,0,0,0,0,0,0,0,0,74,233,148,57,18,30,70,171,214,225,64,0,0,0,0,0,0,0,0,45,240,66,0,0,0,0,0,0,71,254,64,0,0,0,0,0,0,0,0,190,120,0,0,0,0,0,0,0,0,192,44,0,0,0,0,0,0,0,34,238,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,243,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,141,0,0,0,0,0,0,0,0,32,59,0,0,0,0,0,0,0,0,14,214,118,0,0,0,0,0,0,49,231,89,0,0,0,0,0,0,0,0,0,27,210,192,81,25,16,50,141,240,94,0,0,0,0,0,0,0,0,0,0,0,6,101,187,237,248,217,142,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,68,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,229,255,255,255,255,255,246,209,119,9,0,0,0,0,0,0,0,0,0,0,3,132,139,8,8,8,15,61,175,215,26,0,0,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,0,137,194,3,0,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,0,3,203,94,0,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,0,0,79,199,0,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,0,0,14,248,0,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,0,0,0,255,7,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,0,0,0,255,6,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,0,0,20,239,0,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,0,0,81,190,0,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,0,2,199,96,0,0,0,0,0,0,0,0,0,128,136,0,0,0,0,0,1,145,194,2,0,0,0,0,0,0,0,0,3,132,139,8,8,8,18,67,189,194,21,0,0,0,0,0,0,0,0,2,229,255,255,255,255,255,245,207,111,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,69,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,255,255,255,255,255,255,255,255,255,255,160,0,0,0,0,0,0,0,0,2,8,225,46,8,8,8,8,8,8,108,160,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,104,160,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,58,99,0,0,0,0,0,0,0,0,0,0,224,40,0,0,15,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,32,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,239,236,236,238,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,63,28,28,56,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,17,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,122,11,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,2,8,225,46,8,8,8,8,8,8,8,225,40,0,0,0,0,0,0,0,203,255,255,255,255,255,255,255,255,255,255,255,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,70,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,232,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,3,8,255,15,8,8,8,8,8,8,15,255,0,0,0,0,0,0,0,0,0,0,255,8,0,0,0,0,0,0,8,255,0,0,0,0,0,0,0,0,0,0,255,8,0,0,0,0,0,0,1,155,0,0,0,0,0,0,0,0,0,0,255,8,0,0,42,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,8,0,0,64,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,236,236,236,241,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,35,28,28,85,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,8,0,0,44,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,255,15,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,3,231,255,255,255,255,255,247,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,71,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,122,206,240,246,214,145,35,170,43,0,0,0,0,0,0,0,0,0,65,231,164,68,24,19,54,137,233,238,64,0,0,0,0,0,0,0,0,38,240,90,0,0,0,0,0,0,39,247,64,0,0,0,0,0,0,0,0,182,133,0,0,0,0,0,0,0,0,178,42,0,0,0,0,0,0,0,29,240,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,168,0,0,0,0,0,209,236,236,236,236,230,45,0,0,0,0,0,0,82,182,0,0,0,0,0,15,28,28,28,206,82,0,0,0,0,0,0,0,45,231,1,0,0,0,0,0,0,0,0,200,64,0,0,0,0,0,0,0,0,211,91,0,0,0,0,0,0,0,0,200,64,0,0,0,0,0,0,0,0,58,235,62,0,0,0,0,0,0,0,200,64,0,0,0,0,0,0,0,0,0,74,235,163,74,27,12,32,72,160,238,46,0,0,0,0,0,0,0,0,0,0,19,122,196,237,251,236,190,113,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,72,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,244,255,255,245,31,0,2,230,255,255,251,60,0,0,0,0,0,0,0,0,4,225,46,4,0,0,0,3,8,255,13,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,224,239,236,236,236,236,236,236,255,8,0,0,0,0,0,0,0,0,0,0,224,63,28,28,28,28,28,28,255,8,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,255,8,0,0,0,0,0,0,0,0,0,8,225,46,4,0,0,0,3,8,255,15,2,0,0,0,0,0,0,0,147,255,255,255,245,31,0,2,230,255,255,255,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,73,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,236,255,255,255,255,255,255,255,252,65,0,0,0,0,0,0,0,0,0,0,3,8,8,8,225,46,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,8,225,46,8,8,6,0,0,0,0,0,0,0,0,0,0,7,236,255,255,255,255,255,255,255,252,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,74,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,241,255,255,255,255,255,255,255,159,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,108,163,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,160,0,0,0,0,0,0,0,0,0,0,70,3,0,0,0,0,0,0,104,160,0,0,0,0,0,0,0,0,0,0,222,38,0,0,0,0,0,0,104,160,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,107,158,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,0,151,128,0,0,0,0,0,0,0,0,0,0,217,115,0,0,0,0,0,41,240,39,0,0,0,0,0,0,0,0,0,0,38,211,187,72,18,27,101,230,101,0,0,0,0,0,0,0,0,0,0,0,0,5,107,202,245,242,183,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,75,Courier New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,255,255,255,255,157,0,0,96,254,255,255,193,0,0,0,0,0,0,0,2,8,225,46,8,1,0,0,0,80,233,78,2,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,104,226,51,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,2,140,211,30,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,10,174,187,14,0,0,0,0,0,0,0,0,0,0,0,0,0,224,40,23,202,158,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,83,223,219,216,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,244,91,0,70,229,122,0,0,0,0,0,0,0,0,0,0,0,0,0,224,79,0,0,0,27,224,75,0,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,68,225,7,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,187,101,0,0,0,0,0,0,0,0,0,0,0,224,40,0,0,0,0,0,69,212,0,0,0,0,0,0,0,0,0,2,8,225,46,8,1,0,0,0,0,216,70,6,0,0,0,0,0,0,0,203,255,255,255,255,157,0,0,0,0,115,255,253,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
